date,foundation_model,lower,upper
2016-05-19 18:00:00,191.6123,109.79903,318.7228
2016-05-19 19:00:00,125.31957,82.130974,209.94638
2016-05-19 20:00:00,100.26927,67.64049,170.63481
2016-05-19 21:00:00,72.919876,54.098526,125.97303
2016-05-19 22:00:00,57.858425,47.633484,92.35852
2016-05-19 23:00:00,54.062412,48.610348,76.74894
2016-05-20 00:00:00,53.00289,48.78697,68.96017
2016-05-20 01:00:00,51.699127,47.370377,65.24097
2016-05-20 02:00:00,49.551014,45.53713,65.75741
2016-05-20 03:00:00,49.871365,44.607105,70.72888
2016-05-20 04:00:00,48.78637,42.7365,77.683784
2016-05-20 05:00:00,50.59014,38.777348,94.720604
2016-05-20 06:00:00,68.57374,42.32435,143.84412
2016-05-20 07:00:00,126.052826,62.63253,238.2327
2016-05-20 08:00:00,162.30609,73.82326,302.30927
2016-05-20 09:00:00,157.43114,64.89681,316.9062
2016-05-20 10:00:00,175.44386,74.78787,350.6806
2016-05-20 11:00:00,199.28745,84.95966,380.97397
2016-05-20 12:00:00,197.35135,90.0195,376.01834
2016-05-20 13:00:00,183.98608,90.99715,350.86322
2016-05-20 14:00:00,169.38107,87.2179,321.3949
2016-05-20 15:00:00,162.98676,85.670784,312.8734
2016-05-20 16:00:00,195.82916,99.58631,356.46323
2016-05-20 17:00:00,237.3632,120.55196,400.75647
2016-05-20 18:00:00,202.03001,105.56325,350.31805
2016-05-20 19:00:00,81.51414,57.511402,146.96362
2016-05-20 20:00:00,74.90057,54.884136,133.62624
2016-05-20 21:00:00,64.62073,51.266823,111.39883
2016-05-20 22:00:00,55.99698,47.68985,88.9012
2016-05-20 23:00:00,52.296783,46.605064,77.21265
2016-05-21 00:00:00,53.2906,47.20087,75.05381
2016-05-21 01:00:00,53.090237,46.999493,74.0871
2016-05-21 02:00:00,50.95788,45.634266,73.31163
2016-05-21 03:00:00,50.975464,45.016777,77.26561
2016-05-21 04:00:00,50.60533,43.609978,81.80942
2016-05-21 05:00:00,49.71822,41.187946,86.15689
2016-05-21 06:00:00,54.84872,41.99324,102.472336
2016-05-21 07:00:00,68.47677,46.14313,133.63205
2016-05-21 08:00:00,92.54288,55.424015,177.77757
2016-05-21 09:00:00,106.08785,58.797153,211.55003
2016-05-21 10:00:00,117.59957,62.60061,238.78177
2016-05-21 11:00:00,115.28616,59.18436,243.84851
2016-05-21 12:00:00,103.45951,54.366825,233.61516
2016-05-21 13:00:00,98.261826,54.05255,226.77754
2016-05-21 14:00:00,93.823715,52.93016,217.77896
2016-05-21 15:00:00,83.88077,49.524933,207.35025
2016-05-21 16:00:00,95.71068,52.20465,226.89095
2016-05-21 17:00:00,132.7508,71.740616,268.86395
2016-05-21 18:00:00,122.22152,69.445694,248.403
2016-05-21 19:00:00,103.17307,72.735825,174.90405
2016-05-21 20:00:00,87.14157,63.185196,148.98938
2016-05-21 21:00:00,69.07422,54.058613,116.544044
2016-05-21 22:00:00,58.30304,49.406155,90.26439
2016-05-21 23:00:00,54.944256,49.465504,77.091484
2016-05-22 00:00:00,53.948174,48.885773,70.96585
2016-05-22 01:00:00,52.961887,47.71799,69.50598
2016-05-22 02:00:00,50.924763,45.82806,69.12603
2016-05-22 03:00:00,51.365055,45.14157,74.36221
2016-05-22 04:00:00,51.745697,44.396645,81.85988
2016-05-22 05:00:00,51.191788,42.801792,89.10403
2016-05-22 06:00:00,56.48669,43.507824,108.87641
2016-05-22 07:00:00,71.395706,47.442394,144.1436
2016-05-22 08:00:00,99.65635,58.082428,195.34053
2016-05-22 09:00:00,111.522766,60.584583,228.05884
2016-05-22 10:00:00,116.941216,62.770424,246.90341
2016-05-22 11:00:00,111.570404,58.563255,244.1391
2016-05-22 12:00:00,95.380005,50.836533,226.32764
2016-05-22 13:00:00,90.09996,49.470993,217.22876
2016-05-22 14:00:00,82.74234,48.16765,201.96986
2016-05-22 15:00:00,79.54616,48.81832,196.85199
2016-05-22 16:00:00,108.6229,60.356285,237.85095
2016-05-22 17:00:00,157.37372,87.41233,292.6612
2016-05-22 18:00:00,136.17023,80.90213,258.1662
2016-05-22 19:00:00,119.56774,82.10897,206.44232
2016-05-22 20:00:00,104.85321,74.073715,179.58145
2016-05-22 21:00:00,78.96327,61.98788,135.10094
2016-05-22 22:00:00,63.250355,54.136345,100.63771
2016-05-22 23:00:00,57.944046,52.133728,83.459305
2016-05-23 00:00:00,55.879333,50.32524,75.00667
2016-05-23 01:00:00,54.64701,50.123,70.74857
2016-05-23 02:00:00,53.419308,49.654247,69.97882
2016-05-23 03:00:00,53.83155,48.72644,73.57086
2016-05-23 04:00:00,53.517776,47.4621,78.13602
2016-05-23 05:00:00,54.06615,47.397125,83.80736
2016-05-23 06:00:00,56.54716,47.465374,93.424355
2016-05-23 07:00:00,57.92265,46.405777,103.56611
2016-05-23 08:00:00,59.305023,44.926674,113.60019
2016-05-23 09:00:00,61.419537,45.50008,120.73278
2016-05-23 10:00:00,66.591324,47.550648,131.72736
2016-05-23 11:00:00,68.84564,48.87173,138.69684
2016-05-23 12:00:00,69.971016,49.031086,144.02292
2016-05-23 13:00:00,72.063416,49.83483,146.61269
2016-05-23 14:00:00,67.54767,48.67155,140.05133
2016-05-23 15:00:00,63.779346,46.109688,141.46054
2016-05-23 16:00:00,92.79098,53.017925,190.80225
2016-05-23 17:00:00,159.16705,89.71183,273.10123
2016-05-23 18:00:00,138.56297,82.26947,246.08691
2016-05-23 19:00:00,121.32716,91.88863,180.80472
2016-05-23 20:00:00,100.88154,77.31496,152.14885
2016-05-23 21:00:00,72.92701,60.028275,111.56431
2016-05-23 22:00:00,57.946117,50.337574,84.33492
2016-05-23 23:00:00,53.557724,48.60797,71.38898
2016-05-24 00:00:00,52.87787,47.85058,66.43328
2016-05-24 01:00:00,51.638824,46.663757,63.584328
2016-05-24 02:00:00,51.4609,46.319122,65.31339
2016-05-24 03:00:00,51.529152,45.18415,69.112305
2016-05-24 04:00:00,53.748756,46.286034,76.88158
2016-05-24 05:00:00,56.415558,47.27643,87.0061
2016-05-24 06:00:00,60.158653,47.636417,99.07075
2016-05-24 07:00:00,59.944675,45.893646,104.739845
2016-05-24 08:00:00,55.938236,42.81135,100.62657
2016-05-24 09:00:00,51.310146,42.179497,88.903275
2016-05-24 10:00:00,51.135742,44.514168,84.57968
2016-05-24 11:00:00,52.332577,45.915005,82.52588
2016-05-24 12:00:00,53.603767,45.780907,83.37696
2016-05-24 13:00:00,54.795208,45.074284,84.157265
2016-05-24 14:00:00,53.23359,44.150215,83.10064
2016-05-24 15:00:00,53.210865,43.540825,88.91764
2016-05-24 16:00:00,80.99591,52.51324,136.69446
2016-05-24 17:00:00,147.45544,91.029625,221.10783
2016-05-24 18:00:00,137.3691,87.38731,210.7207
2016-05-24 19:00:00,132.18329,92.25686,221.36174
2016-05-24 20:00:00,105.62873,75.61704,181.28452
2016-05-24 21:00:00,74.35784,58.336483,131.16718
2016-05-24 22:00:00,58.284557,49.286583,95.934586
2016-05-24 23:00:00,53.90839,49.385914,78.97326
2016-05-25 00:00:00,53.295124,48.765068,70.82562
2016-05-25 01:00:00,51.84324,47.440872,66.06473
2016-05-25 02:00:00,50.91892,46.972607,66.51852
2016-05-25 03:00:00,50.92157,47.051945,71.08203
2016-05-25 04:00:00,50.794086,47.05254,78.2125
2016-05-25 05:00:00,52.164253,46.66441,91.64914
2016-05-25 06:00:00,58.635048,45.820786,116.680885
2016-05-25 07:00:00,68.22743,47.202896,143.11299
2016-05-25 08:00:00,71.487785,44.314,156.52655
2016-05-25 09:00:00,71.03273,45.639053,157.8327
2016-05-25 10:00:00,72.923004,47.04177,161.04318
2016-05-25 11:00:00,74.309586,47.999096,160.06122
2016-05-25 12:00:00,74.9258,47.73196,158.69398
2016-05-25 13:00:00,78.145325,48.639473,159.13641
2016-05-25 14:00:00,79.87976,50.42148,158.56284
2016-05-25 15:00:00,82.3689,51.8733,163.07864
2016-05-25 16:00:00,105.20721,57.06769,201.9286
2016-05-25 17:00:00,171.95059,94.98754,283.3391
2016-05-25 18:00:00,161.63184,92.289375,268.87112
2016-05-25 19:00:00,132.77414,91.70155,215.74445
2016-05-25 20:00:00,101.32322,71.96077,170.11935
2016-05-25 21:00:00,70.649086,55.49299,121.61395
2016-05-25 22:00:00,58.939964,49.025505,92.84677
2016-05-25 23:00:00,54.845657,49.289352,77.137985
2016-05-26 00:00:00,54.320946,48.906754,70.32575
2016-05-26 01:00:00,53.611904,48.990215,65.98593
2016-05-26 02:00:00,52.857025,48.739864,65.40345
2016-05-26 03:00:00,50.567696,46.26072,67.89494
2016-05-26 04:00:00,51.857822,47.523914,76.08544
2016-05-26 05:00:00,54.001137,50.356647,88.740715
2016-05-26 06:00:00,59.033646,49.60049,113.196396
2016-05-26 07:00:00,72.95081,53.397423,150.01962
2016-05-26 08:00:00,71.46693,45.450645,163.28525
2016-05-26 09:00:00,69.203575,46.13612,165.31047
2016-05-26 10:00:00,64.60437,44.079296,161.86484
2016-05-26 11:00:00,63.86122,43.302105,156.5805
2016-05-26 12:00:00,70.55353,48.472874,155.98026
2016-05-26 13:00:00,74.99052,49.635555,152.8399
2016-05-26 14:00:00,71.07541,48.54053,141.57394
2016-05-26 15:00:00,73.22926,50.93255,143.39041
2016-05-26 16:00:00,102.969986,60.1335,190.54169
2016-05-26 17:00:00,176.94926,100.642815,282.24518
2016-05-26 18:00:00,172.35342,100.010994,277.43756
2016-05-26 19:00:00,133.06947,84.783134,236.56303
2016-05-26 20:00:00,104.585785,68.1148,189.2696
2016-05-26 21:00:00,74.78412,52.93372,138.44756
2016-05-26 22:00:00,57.853775,45.82197,99.49002
2016-05-26 23:00:00,53.83237,46.300365,83.795
2016-05-27 00:00:00,52.799267,46.41371,74.54132
2016-05-27 01:00:00,50.20068,43.412037,68.325455
2016-05-27 02:00:00,48.53335,41.746407,67.54841
2016-05-27 03:00:00,49.44145,40.089584,72.02677
2016-05-27 04:00:00,48.563625,39.199966,74.480705
2016-05-27 05:00:00,49.574696,37.581005,84.09966
2016-05-27 06:00:00,67.38051,45.0869,126.69204
2016-05-27 07:00:00,120.00397,63.614277,215.26727
2016-05-27 08:00:00,156.76376,72.6832,282.75964
2016-05-27 09:00:00,141.74585,55.13622,291.446
2016-05-27 10:00:00,146.13477,59.340523,309.8631
2016-05-27 11:00:00,149.59616,60.69061,318.96674
2016-05-27 12:00:00,129.50821,54.68568,296.4489
2016-05-27 13:00:00,121.4017,53.54314,283.83606
2016-05-27 14:00:00,110.09689,48.082253,265.97803
2016-05-27 15:00:00,105.53291,46.64822,253.67863
2016-05-27 16:00:00,115.290344,51.38593,263.08148
2016-05-27 17:00:00,147.35313,72.53195,294.62305
2016-05-27 18:00:00,144.45532,82.26281,274.67438
