date,feature_model
2016-05-17 07:00:00,94.37819444444445
2016-05-17 08:00:00,82.55275297619045
2016-05-17 09:00:00,68.14567460317464
2016-05-17 10:00:00,81.79498015873018
2016-05-17 11:00:00,91.74673611111108
2016-05-17 12:00:00,98.67590112433865
2016-05-17 13:00:00,82.35308862433864
2016-05-17 14:00:00,79.14923941798935
2016-05-17 15:00:00,98.24950727513223
2016-05-17 16:00:00,94.01064814814814
2016-05-17 17:00:00,166.37808862433857
2016-05-17 18:00:00,219.59548115079338
2016-05-17 19:00:00,128.35623511904748
2016-05-17 20:00:00,118.10760131072634
2016-05-17 21:00:00,92.0711789021164
2016-05-17 22:00:00,57.125615229677706
2016-05-17 23:00:00,53.675244708994704
2016-05-18 00:00:00,52.29566468253965
2016-05-18 01:00:00,53.662247023809535
2016-05-18 02:00:00,53.10019345238097
2016-05-18 03:00:00,50.714388227513254
2016-05-18 04:00:00,52.170818452380935
2016-05-18 05:00:00,65.49240740740743
2016-05-18 06:00:00,77.60599867724865
2016-05-18 07:00:00,91.50299437830698
2016-05-18 08:00:00,131.06519675925927
2016-05-18 09:00:00,78.3419890873016
2016-05-18 10:00:00,83.88644841269837
2016-05-18 11:00:00,73.77358134920634
2016-05-18 12:00:00,89.5121775793652
2016-05-18 13:00:00,85.94814980158732
2016-05-18 14:00:00,77.62044642857143
2016-05-18 15:00:00,88.34866071428576
2016-05-18 16:00:00,91.14622519841265
2016-05-18 17:00:00,175.46691633597882
2016-05-18 18:00:00,156.93390873015872
2016-05-18 19:00:00,119.0570982142857
2016-05-18 20:00:00,152.19304894179893
2016-05-18 21:00:00,71.69437860750357
2016-05-18 22:00:00,60.544882756132736
2016-05-18 23:00:00,56.19741567460318
2016-05-19 00:00:00,53.05652281746031
2016-05-19 01:00:00,53.45720238095237
2016-05-19 02:00:00,54.923832671957626
2016-05-19 03:00:00,52.78505291005289
2016-05-19 04:00:00,53.06358630952381
2016-05-19 05:00:00,61.2643783068783
2016-05-19 06:00:00,54.393771494709014
2016-05-19 07:00:00,67.08354332010582
2016-05-19 08:00:00,74.97629734848489
2016-05-19 09:00:00,65.47318272005776
2016-05-19 10:00:00,67.17971560846564
2016-05-19 11:00:00,63.484634439634426
2016-05-19 12:00:00,67.29533234126984
2016-05-19 13:00:00,87.57524305555552
2016-05-19 14:00:00,67.87182374338624
2016-05-19 15:00:00,77.36707671957673
2016-05-19 16:00:00,97.68916832010584
2016-05-19 17:00:00,128.96656415343924
2016-05-19 18:00:00,228.649753637566
2016-05-19 19:00:00,178.4783482142857
2016-05-19 20:00:00,118.80724041005293
2016-05-19 21:00:00,80.73330357142856
2016-05-19 22:00:00,58.28979377104371
2016-05-19 23:00:00,51.338902116402075
2016-05-20 00:00:00,53.19365740740743
2016-05-20 01:00:00,53.04151785714284
2016-05-20 02:00:00,51.732131283068775
2016-05-20 03:00:00,52.634465939153436
2016-05-20 04:00:00,52.379733796296286
2016-05-20 05:00:00,59.77105654761906
2016-05-20 06:00:00,88.16759093915334
2016-05-20 07:00:00,102.61821924603183
2016-05-20 08:00:00,158.8186557539682
2016-05-20 09:00:00,161.1003422619048
2016-05-20 10:00:00,149.6498313492064
2016-05-20 11:00:00,248.85290674603186
2016-05-20 12:00:00,216.79636904761904
2016-05-20 13:00:00,148.1804232804233
2016-05-20 14:00:00,159.9392813552189
2016-05-20 15:00:00,131.21407076719572
2016-05-20 16:00:00,92.33886408730153
2016-05-20 17:00:00,116.20041666666661
2016-05-20 18:00:00,143.58480985449748
2016-05-20 19:00:00,120.22988816738813
2016-05-20 20:00:00,96.9156448412699
2016-05-20 21:00:00,77.43092261904755
2016-05-20 22:00:00,57.30428255772005
2016-05-20 23:00:00,51.41528604497352
2016-05-21 00:00:00,52.2692162698413
2016-05-21 01:00:00,51.94238095238095
2016-05-21 02:00:00,50.61377314814814
2016-05-21 03:00:00,52.951069775132275
2016-05-21 04:00:00,50.45355158730155
2016-05-21 05:00:00,53.24512400793647
2016-05-21 06:00:00,70.31836399711396
2016-05-21 07:00:00,86.16970403439153
2016-05-21 08:00:00,131.74270502645493
2016-05-21 09:00:00,151.25527777777768
2016-05-21 10:00:00,181.64700396825364
2016-05-21 11:00:00,138.91486111111112
2016-05-21 12:00:00,188.1251190476188
2016-05-21 13:00:00,185.7079943783067
2016-05-21 14:00:00,141.64601115319851
2016-05-21 15:00:00,154.61266369047627
2016-05-21 16:00:00,89.08923115079364
2016-05-21 17:00:00,109.70088624338624
2016-05-21 18:00:00,137.85373015873017
2016-05-21 19:00:00,114.43594742063489
2016-05-21 20:00:00,129.1433399470899
2016-05-21 21:00:00,78.12285714285707
2016-05-21 22:00:00,61.6197569444445
2016-05-21 23:00:00,52.104614748677285
2016-05-22 00:00:00,50.24320436507938
2016-05-22 01:00:00,52.20896990740744
2016-05-22 02:00:00,53.66121031746039
2016-05-22 03:00:00,52.72572916666666
2016-05-22 04:00:00,53.18249338624339
2016-05-22 05:00:00,53.75494047619045
2016-05-22 06:00:00,56.275408399470926
2016-05-22 07:00:00,94.70663194444447
2016-05-22 08:00:00,111.92998511904761
2016-05-22 09:00:00,162.95742559523802
2016-05-22 10:00:00,171.0942807539683
2016-05-22 11:00:00,198.70517361111112
2016-05-22 12:00:00,212.37385085978818
2016-05-22 13:00:00,149.76553075396822
2016-05-22 14:00:00,131.64122519841268
2016-05-22 15:00:00,120.41388392857145
2016-05-22 16:00:00,161.38762070105824
2016-05-22 17:00:00,118.00212947931705
2016-05-22 18:00:00,199.62423776455043
2016-05-22 19:00:00,120.97295469576724
2016-05-22 20:00:00,120.94499503968245
2016-05-22 21:00:00,107.23952215608459
2016-05-22 22:00:00,87.08060681216935
2016-05-22 23:00:00,87.7620320767196
2016-05-23 00:00:00,57.09421626984128
2016-05-23 01:00:00,65.70479572510823
2016-05-23 02:00:00,55.5839236111111
2016-05-23 03:00:00,54.52429037397786
2016-05-23 04:00:00,54.22258432539684
2016-05-23 05:00:00,65.42747189153437
2016-05-23 06:00:00,64.09027281746032
2016-05-23 07:00:00,91.48319775132269
2016-05-23 08:00:00,90.92023478835985
2016-05-23 09:00:00,87.67556382275136
2016-05-23 10:00:00,124.05207671957677
2016-05-23 11:00:00,107.30532768157775
2016-05-23 12:00:00,115.29295800264568
2016-05-23 13:00:00,114.57411706349214
2016-05-23 14:00:00,72.39552278739778
2016-05-23 15:00:00,105.04421296296312
2016-05-23 16:00:00,120.80027116402131
2016-05-23 17:00:00,168.54635702260697
2016-05-23 18:00:00,198.4533465608468
2016-05-23 19:00:00,125.77395667989417
2016-05-23 20:00:00,109.75059854497349
2016-05-23 21:00:00,89.49803075396825
2016-05-23 22:00:00,67.1338343253968
2016-05-23 23:00:00,62.60015542328044
2016-05-24 00:00:00,53.831477573352565
2016-05-24 01:00:00,54.434092261904745
2016-05-24 02:00:00,53.82735615079359
2016-05-24 03:00:00,51.825090939153455
2016-05-24 04:00:00,52.24850274725281
2016-05-24 05:00:00,58.6177298280423
2016-05-24 06:00:00,61.67624007936505
2016-05-24 07:00:00,88.34171461640213
2016-05-24 08:00:00,63.25002480158729
2016-05-24 09:00:00,54.81655032467531
2016-05-24 10:00:00,55.92268623737374
2016-05-24 11:00:00,66.13262671356422
2016-05-24 12:00:00,57.152175925925874
2016-05-24 13:00:00,61.34724071067821
2016-05-24 14:00:00,61.61968088624342
2016-05-24 15:00:00,69.99081018518523
2016-05-24 16:00:00,134.57065806878308
2016-05-24 17:00:00,208.73205357142865
2016-05-24 18:00:00,185.178556547619
2016-05-24 19:00:00,124.11059523809536
2016-05-24 20:00:00,106.78196263227524
2016-05-24 21:00:00,76.27779761904755
2016-05-24 22:00:00,57.21420138888886
2016-05-24 23:00:00,59.240186838624346
2016-05-25 00:00:00,51.55766534391534
2016-05-25 01:00:00,53.51519841269844
2016-05-25 02:00:00,53.68141369047619
2016-05-25 03:00:00,53.99298941798939
2016-05-25 04:00:00,53.200843253968245
2016-05-25 05:00:00,76.73547949735453
2016-05-25 06:00:00,72.74951223544981
2016-05-25 07:00:00,87.7358432539682
2016-05-25 08:00:00,103.70641203703703
2016-05-25 09:00:00,80.76605489417985
2016-05-25 10:00:00,71.7400595238095
2016-05-25 11:00:00,94.99994212962963
2016-05-25 12:00:00,112.24895833333339
2016-05-25 13:00:00,82.83780092592599
2016-05-25 14:00:00,95.00654957311198
2016-05-25 15:00:00,98.16178902116404
2016-05-25 16:00:00,100.7567509920635
2016-05-25 17:00:00,191.1519642857142
2016-05-25 18:00:00,226.75712136243396
2016-05-25 19:00:00,125.54679037397797
2016-05-25 20:00:00,116.1605952380952
2016-05-25 21:00:00,74.1535921717172
2016-05-25 22:00:00,67.73433697089953
2016-05-25 23:00:00,56.20797619047626
2016-05-26 00:00:00,51.75476190476194
2016-05-26 01:00:00,52.790952380952355
2016-05-26 02:00:00,53.49665343915341
2016-05-26 03:00:00,52.70518683862434
2016-05-26 04:00:00,52.42999173280424
2016-05-26 05:00:00,78.80069113756616
2016-05-26 06:00:00,66.00606812169313
2016-05-26 07:00:00,88.7089087301587
2016-05-26 08:00:00,87.7789136904762
2016-05-26 09:00:00,105.39936011904763
2016-05-26 10:00:00,81.99020667989421
2016-05-26 11:00:00,84.06581679894185
2016-05-26 12:00:00,84.69224041005293
2016-05-26 13:00:00,83.13982804232805
2016-05-26 14:00:00,92.33651169432423
2016-05-26 15:00:00,97.67881448412696
2016-05-26 16:00:00,104.71449404761898
2016-05-26 17:00:00,140.45288855820107
2016-05-26 18:00:00,250.79110615079352
2016-05-26 19:00:00,121.29829530423281
2016-05-26 20:00:00,108.38203042328033
2016-05-26 21:00:00,68.68930886243389
2016-05-26 22:00:00,54.950193452380944
2016-05-26 23:00:00,51.9864417989418
2016-05-27 00:00:00,52.710337301587295
2016-05-27 01:00:00,53.74880456349206
2016-05-27 02:00:00,52.06410714285715
2016-05-27 03:00:00,53.398182870370384
2016-05-27 04:00:00,52.57342757936511
2016-05-27 05:00:00,62.13012896825394
2016-05-27 06:00:00,71.55789186507936
2016-05-27 07:00:00,110.8703637566137
2016-05-27 08:00:00,129.54890376984125
2016-05-27 09:00:00,149.6626984126984
2016-05-27 10:00:00,204.59939153439157
2016-05-27 11:00:00,158.98756779100532
2016-05-27 12:00:00,186.01407076719585
2016-05-27 13:00:00,189.21335813492064
2016-05-27 14:00:00,170.27750165343903
2016-05-27 15:00:00,172.84453373015864
2016-05-27 16:00:00,152.5164632936508
2016-05-27 17:00:00,218.20709325396817
2016-05-27 18:00:00,234.60752149470892
